Date,Close
1/4/2016,223.41
1/5/2016,223.43
1/6/2016,219.04
1/7/2016,215.65
1/8/2016,211
1/11/2016,207.85
1/12/2016,209.97
1/13/2016,200.31
1/14/2016,206.18
1/15/2016,204.99
1/19/2016,204.72
1/20/2016,198.7
1/21/2016,199.97
1/22/2016,202.55
1/25/2016,196.38
1/26/2016,193.56
1/27/2016,188.07
1/28/2016,189.7
1/29/2016,191.2
2/1/2016,196.94
2/2/2016,182.78
2/3/2016,173.48
2/4/2016,175.33
2/5/2016,162.6
2/8/2016,147.99
2/9/2016,148.25
2/10/2016,143.67
2/11/2016,150.47
2/12/2016,151.04
2/16/2016,155.17
2/17/2016,168.68
2/18/2016,166.77
2/19/2016,166.58
2/22/2016,177.74
2/23/2016,177.21
2/24/2016,179
2/25/2016,187.43
2/26/2016,190.34
2/29/2016,191.93
3/1/2016,186.35
3/2/2016,188.34
3/3/2016,195.74
3/4/2016,201.04
3/7/2016,205.29
3/8/2016,202.6
3/9/2016,208.72
3/10/2016,205.18
3/11/2016,207.5
3/14/2016,215.15
3/15/2016,218.34
3/16/2016,221.93
3/17/2016,226.38
3/18/2016,232.74
3/21/2016,238.32
3/22/2016,234.24
3/23/2016,222.58
3/24/2016,227.75
3/28/2016,230.26
3/29/2016,230.13
3/30/2016,226.89
3/31/2016,229.77
4/1/2016,237.59
4/4/2016,246.99
4/5/2016,255.47
4/6/2016,265.42
4/7/2016,257.2
4/8/2016,250.07
4/11/2016,249.92
4/12/2016,247.82
4/13/2016,254.53
4/14/2016,251.86
4/15/2016,254.51
4/18/2016,253.88
4/19/2016,247.37
4/20/2016,249.97
4/21/2016,248.29
4/22/2016,253.75
4/25/2016,251.82
4/26/2016,253.74
4/27/2016,251.47
4/28/2016,247.71
4/29/2016,240.76
5/2/2016,241.8
5/3/2016,232.32
5/4/2016,222.56
5/5/2016,211.53
5/6/2016,214.93
5/9/2016,208.92
5/10/2016,208.69
5/11/2016,208.96
5/12/2016,207.28
5/13/2016,207.61
5/16/2016,208.29
5/17/2016,204.66
5/18/2016,211.17
5/19/2016,215.21
5/20/2016,220.28
5/23/2016,216.22
5/24/2016,217.91
5/25/2016,219.58
5/26/2016,225.12
5/27/2016,223.04
5/31/2016,223.23
6/1/2016,219.56
6/2/2016,218.96
6/3/2016,218.99
6/6/2016,220.68
6/7/2016,232.34
6/8/2016,235.52
6/9/2016,229.36
6/10/2016,218.79
6/13/2016,217.87
6/14/2016,214.96
6/15/2016,217.7
6/16/2016,217.93
6/17/2016,215.47
6/20/2016,219.7
6/21/2016,219.61
6/22/2016,196.66
6/23/2016,196.4
6/24/2016,193.15
6/27/2016,198.55
6/28/2016,201.79
6/29/2016,210.19
6/30/2016,212.28
7/1/2016,216.5
7/5/2016,213.98
7/6/2016,214.44
7/7/2016,215.94
7/8/2016,216.78
7/11/2016,224.78
7/12/2016,224.65
7/13/2016,222.53
7/14/2016,221.53
7/15/2016,220.4
7/18/2016,226.25
7/19/2016,225.26
7/20/2016,228.36
7/21/2016,220.5
7/22/2016,222.27
7/25/2016,230.01
7/26/2016,229.51
7/27/2016,228.49
7/28/2016,230.61
7/29/2016,234.79
8/1/2016,230.01
8/2/2016,227.2
8/3/2016,225.79
8/4/2016,230.61
8/5/2016,230.03
8/8/2016,226.16
8/9/2016,229.08
8/10/2016,225.65
8/11/2016,224.91
8/12/2016,225.61
8/15/2016,225.59
8/16/2016,223.61
8/17/2016,223.24
8/18/2016,223.51
8/19/2016,225
8/22/2016,222.93
8/23/2016,224.84
8/24/2016,222.62
8/25/2016,220.96
8/26/2016,219.99
8/29/2016,215.2
8/30/2016,211.34
8/31/2016,212.01
9/1/2016,200.77
9/2/2016,197.78
9/6/2016,202.83
9/7/2016,201.71
9/8/2016,197.36
9/9/2016,194.47
9/12/2016,198.3
9/13/2016,196.05
9/14/2016,196.41
9/15/2016,200.42
9/16/2016,205.4
9/19/2016,206.34
9/20/2016,204.64
9/21/2016,205.22
9/22/2016,206.43
9/23/2016,207.45
9/26/2016,208.99
9/27/2016,205.81
9/28/2016,206.27
9/29/2016,200.7
9/30/2016,204.03
10/3/2016,213.7
10/4/2016,211.41
10/5/2016,208.46
10/6/2016,201
10/7/2016,196.61
10/10/2016,200.95
10/11/2016,200.1
10/12/2016,201.51
10/13/2016,200.24
10/14/2016,196.51
10/17/2016,193.96
10/18/2016,199.1
10/19/2016,203.56
10/20/2016,199.1
10/21/2016,200.09
10/24/2016,202.76
10/25/2016,202.34
10/26/2016,202.24
10/27/2016,204.01
10/28/2016,199.97
10/31/2016,197.73
11/1/2016,190.79
11/2/2016,188.02
11/3/2016,187.42
11/4/2016,190.56
11/7/2016,193.21
11/8/2016,194.94
11/9/2016,190.06
11/10/2016,185.35
11/11/2016,188.56
11/14/2016,181.45
11/15/2016,183.77
11/16/2016,183.93
11/17/2016,188.66
11/18/2016,185.02
11/21/2016,184.52
11/22/2016,191.17
11/23/2016,193.14
11/25/2016,196.65
11/28/2016,196.12
11/29/2016,189.57
11/30/2016,189.4
12/1/2016,181.88
12/2/2016,181.47
12/5/2016,186.8
12/6/2016,185.85
12/7/2016,193.15
12/8/2016,192.29
12/9/2016,192.18
12/12/2016,192.43
12/13/2016,198.15
12/14/2016,198.69
12/15/2016,197.58
12/16/2016,202.49
12/19/2016,202.73
12/20/2016,208.79
12/21/2016,207.7
12/22/2016,208.45
12/23/2016,213.34
12/27/2016,219.53
12/28/2016,219.74
12/29/2016,214.68
12/30/2016,213.69
